Service,Day of Week,Hour,TPH,Avg. Wait
N,Saturday,22,6,10.0
N,Saturday,23,4,15.0
N,Sunday,0,3,20.0
N,Sunday,1,3,20.0
N,Sunday,2,3,20.0
N,Sunday,3,3,20.0
N,Sunday,4,3,20.0
N,Sunday,5,4,15.0
N,Sunday,6,4,15.0
N,Sunday,7,5,12.0
N,Sunday,8,5,12.0
N,Sunday,9,5,12.0
N,Sunday,10,5,12.0
N,Sunday,11,5,12.0
N,Sunday,12,5,12.0
N,Sunday,13,5,12.0
N,Sunday,14,5,12.0
N,Sunday,15,5,12.0
N,Sunday,16,5,12.0
N,Sunday,17,5,12.0
N,Sunday,18,5,12.0
N,Sunday,19,5,12.0
N,Sunday,20,5,12.0
N,Sunday,21,5,12.0
N,Sunday,22,6,10.0
N,Sunday,23,4,15.0
N,Weekday,0,3,20.0
N,Weekday,1,3,20.0
N,Weekday,2,3,20.0
N,Weekday,3,3,20.0
N,Weekday,4,3,20.0
N,Weekday,5,4,15.0
N,Weekday,6,6,10.0
N,Weekday,7,6,10.0
N,Weekday,8,8,8.0
N,Weekday,9,8,8.0
N,Weekday,10,7,9.0
N,Weekday,11,7,9.0
N,Weekday,12,8,8.0
N,Weekday,13,7,9.0
N,Weekday,14,8,8.0
N,Weekday,15,7,9.0
N,Weekday,16,9,7.0
N,Weekday,17,9,7.0
N,Weekday,18,7,9.0
N,Weekday,19,7,9.0
N,Weekday,20,5,12.0
N,Weekday,21,4,15.0
N,Weekday,22,6,10.0
N,Weekday,23,4,15.0
Q,Saturday,0,3,20.0
Q,Saturday,1,3,20.0
Q,Saturday,2,3,20.0
Q,Saturday,3,3,20.0
Q,Saturday,4,3,20.0
Q,Saturday,5,3,20.0
Q,Saturday,6,5,12.0
Q,Saturday,7,6,10.0
Q,Saturday,8,6,10.0
Q,Saturday,9,6,10.0
Q,Saturday,10,6,10.0
Q,Saturday,11,7,9.0
Q,Saturday,12,8,8.0
Q,Saturday,13,7,9.0
Q,Saturday,14,8,8.0
Q,Saturday,15,7,9.0
Q,Saturday,16,8,8.0
Q,Saturday,17,7,9.0
Q,Saturday,18,8,8.0
Q,Saturday,19,7,9.0
Q,Saturday,20,8,8.0
Q,Saturday,21,6,10.0
Q,Saturday,22,6,10.0
Q,Saturday,23,6,10.0
Q,Sunday,0,3,20.0
Q,Sunday,1,3,20.0
Q,Sunday,2,3,20.0
Q,Sunday,3,3,20.0
Q,Sunday,4,3,20.0
Q,Sunday,5,3,20.0
Q,Sunday,6,4,15.0
Q,Sunday,7,5,12.0
Q,Sunday,8,5,12.0
Q,Sunday,9,6,10.0
Q,Sunday,10,6,10.0
Q,Sunday,11,7,9.0
Q,Sunday,12,8,8.0
Q,Sunday,13,7,9.0
Q,Sunday,14,8,8.0
Q,Sunday,15,7,9.0
Q,Sunday,16,8,8.0
Q,Sunday,17,7,9.0
Q,Sunday,18,8,8.0
Q,Sunday,19,7,9.0
Q,Sunday,20,6,10.0
Q,Sunday,21,5,12.0
Q,Sunday,22,5,12.0
Q,Sunday,23,5,12.0
Q,Weekday,0,3,20.0
Q,Weekday,1,3,20.0
Q,Weekday,2,3,20.0
Q,Weekday,3,3,20.0
Q,Weekday,4,3,20.0
Q,Weekday,5,4,15.0
Q,Weekday,6,7,9.0
Q,Weekday,7,7,9.0
Q,Weekday,8,10,6.0
Q,Weekday,9,8,8.0
Q,Weekday,10,7,9.0
Q,Weekday,11,8,8.0
Q,Weekday,12,7,9.0
Q,Weekday,13,8,8.0
Q,Weekday,14,7,9.0
Q,Weekday,15,8,8.0
Q,Weekday,16,8,8.0
Q,Weekday,17,9,7.0
Q,Weekday,18,9,7.0
Q,Weekday,19,9,7.0
Q,Weekday,20,8,8.0
Q,Weekday,21,8,8.0
Q,Weekday,22,5,12.0
Q,Weekday,23,6,10.0
R,Saturday,0,3,20.0
R,Saturday,1,3,20.0
R,Saturday,2,3,20.0
R,Saturday,3,3,20.0
R,Saturday,4,3,20.0
R,Saturday,5,7,9.0
R,Saturday,6,5,12.0
R,Saturday,7,5,12.0
R,Saturday,8,5,12.0
R,Saturday,9,5,12.0
R,Saturday,10,5,12.0
R,Saturday,11,5,12.0
R,Saturday,12,5,12.0
R,Saturday,13,5,12.0
R,Saturday,14,5,12.0
R,Saturday,15,5,12.0
R,Saturday,16,5,12.0
R,Saturday,17,5,12.0
R,Saturday,18,5,12.0
R,Saturday,19,5,12.0
R,Saturday,20,5,12.0
R,Saturday,21,5,12.0
R,Saturday,22,4,15.0
R,Saturday,23,2,30.0
R,Sunday,0,3,20.0
R,Sunday,1,3,20.0
R,Sunday,2,3,20.0
R,Sunday,3,3,20.0
R,Sunday,4,3,20.0
R,Sunday,5,7,9.0
R,Sunday,6,5,12.0
R,Sunday,7,5,12.0
R,Sunday,8,5,12.0
R,Sunday,9,5,12.0
R,Sunday,10,5,12.0
R,Sunday,11,5,12.0
R,Sunday,12,5,12.0
R,Sunday,13,5,12.0
R,Sunday,14,5,12.0
R,Sunday,15,5,12.0
R,Sunday,16,5,12.0
R,Sunday,17,5,12.0
R,Sunday,18,5,12.0
R,Sunday,19,5,12.0
R,Sunday,20,5,12.0
R,Sunday,21,5,12.0
R,Sunday,22,4,15.0
R,Sunday,23,2,30.0
R,Weekday,0,3,20.0
R,Weekday,1,3,20.0
R,Weekday,2,3,20.0
R,Weekday,3,3,20.0
R,Weekday,4,3,20.0
R,Weekday,5,9,7.0
R,Weekday,6,9,7.0
R,Weekday,7,9,7.0
R,Weekday,8,8,8.0
R,Weekday,9,8,8.0
R,Weekday,10,7,9.0
R,Weekday,11,8,8.0
R,Weekday,12,7,9.0
R,Weekday,13,8,8.0
R,Weekday,14,7,9.0
R,Weekday,15,8,8.0
R,Weekday,16,10,6.0
R,Weekday,17,8,8.0
R,Weekday,18,7,9.0
R,Weekday,19,7,9.0
R,Weekday,20,6,10.0
R,Weekday,21,6,10.0
R,Weekday,22,3,20.0
R,Weekday,23,2,30.0
W,Weekday,6,4,15.0
W,Weekday,7,6,10.0
W,Weekday,8,8,8.0
W,Weekday,9,7,9.0
W,Weekday,10,5,12.0
W,Weekday,11,6,10.0
W,Weekday,12,6,10.0
W,Weekday,13,6,10.0
W,Weekday,14,6,10.0
W,Weekday,15,6,10.0
W,Weekday,16,7,9.0
W,Weekday,17,5,12.0
W,Weekday,18,7,9.0
W,Weekday,19,6,10.0
W,Weekday,20,6,10.0
W,Weekday,21,3,20.0
Z,Weekday,7,4,15.0
Z,Weekday,8,2,30.0
